Seq #,Journal Title,ISSN,E-ISSN,WoS Edition,WoS Category,Active WoS CC
63712J,JERNKONTORETS ANNALER,,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
04939J,JET PROPULSION,,,SCIE,ENGINEERING> AEROSPACE,No
63756J,JETP LETTERS,0021-3640,1090-6487,SCIE,PHYSICS> MULTIDISCIPLINARY,Yes
12661J,JETP LETTERS-USSR,,,SCIE,PHYSICS> MULTIDISCIPLINARY,No
D3056J,Jeunesse-Young People Texts Cultures,1920-2601,1920-261X,ESCI,HUMANITIES> MULTIDISCIPLINARY,Yes
D5266J,Jeu-Revue de Theatre,0382-0335,1923-2578,ESCI,THEATER,Yes
07383J,JEWISH ART,0792-0660,,AHCI,ART,No
D9640J,Jewish Film & New Media-An International Journal,2169-0324,2169-0332,ESCI,FILM> RADIO> TELEVISION,No
D7733J,Jewish Historical Studies-Transactions of the Jewish Historical Society of England,0962-9696,2397-1290,ESCI,HISTORY,Yes
C9099J,Jewish History,0334-701X,1572-8579,AHCI,HISTORY,Yes
63764J,JEWISH JOURNAL OF SOCIOLOGY,0021-6534,,SSCI,SOCIOLOGY,No
04853J,JEWISH LANGUAGE REVIEW,0333-8347,,AHCI,LANGUAGE & LINGUISTICS,No
03410J,JEWISH QUARTERLY REVIEW,0021-6682,1553-0604,ESCI> AHCI,HUMANITIES> MULTIDISCIPLINARY,Yes
63772J,JEWISH SOCIAL STUDIES,0021-6704,1527-2028,ESCI> AHCI> SSCI,HUMANITIES> MULTIDISCIPLINARY,Yes
D5929J,Jewish Studies Quarterly,0944-5706,1868-6788,ESCI,HUMANITIES> MULTIDISCIPLINARY,Yes
C8307J,Jezikoslovlje,1331-7202,1848-9001,ESCI> AHCI> SSCI,LANGUAGE & LINGUISTICS,Yes
D1450J,J-FOR-Journal of Science & Technology for Forest Products and Processes,1927-6311,1927-632X,SCIE,MATERIALS SCIENCE> PAPER & WOOD,Yes
63791J,JFORL-JOURNAL FRANCAIS D OTO-RHINO LARYNGOLOGIE,,,SCIE,OTORHINOLARYNGOLOGY,No
D6593J,JIMS8M-The Journal of Indian Management & Strategy,0973-9335,0973-9343,ESCI,MANAGEMENT,Yes
D9343J,JIRSS-Journal of the Iranian Statistical Society,1726-4057,2538-189X,ESCI,STATISTICS & PROBABILITY,Yes
D4341J,JLIS.it,2038-5366,2038-1026,ESCI,INFORMATION SCIENCE & LIBRARY SCIENCE,Yes
D3573J,JMIR Medical Informatics,2291-9694,2291-9694,ESCI,MEDICAL INFORMATICS,Yes
D8699J,JMIR Mental Health,2368-7959,2368-7959,ESCI,PSYCHIATRY,Yes
D3574J,JMIR mHealth and uHealth,2291-5222,2291-5222,SCIE,HEALTH CARE SCIENCES & SERVICES,Yes
D3574J,JMIR mHealth and uHealth,2291-5222,2291-5222,SCIE,MEDICAL INFORMATICS,Yes
D3575J,JMIR Research Protocols,1929-0748,1929-0748,ESCI,HEALTH CARE SCIENCES & SERVICES,Yes
D3577J,JMIR Serious Games,2291-9279,2291-9279,SCIE> ESCI,MEDICAL INFORMATICS,Yes
D9437J,JMM-International Journal on Media Management,1424-1277,1424-1250,ESCI,COMMUNICATION,Yes
57992J,JNCI-Journal of the National Cancer Institute,0027-8874,1460-2105,SCIE,ONCOLOGY,Yes
11464J,JNMS-JOURNAL OF THE NEUROMUSCULOSKELETAL SYSTEM,1067-8239,,SCIE,NEUROSCIENCES,No
11464J,JNMS-JOURNAL OF THE NEUROMUSCULOSKELETAL SYSTEM,1067-8239,,SCIE,ORTHOPEDICS,No
11464J,JNMS-JOURNAL OF THE NEUROMUSCULOSKELETAL SYSTEM,1067-8239,,SCIE,PHARMACOLOGY & PHARMACY,No
D2645J,JNP-Journal for Nurse Practitioners,1555-4155,1878-058X,SCIE> SSCI,NURSING,Yes
13205J,JNT-JOURNAL OF NARRATIVE THEORY,1549-0815,1548-9248,AHCI,LITERATURE,Yes
13903J,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,0884-2175,1552-6909,SCIE> SSCI,NURSING,Yes
13903J,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,0884-2175,1552-6909,SCIE> SSCI,OBSTETRICS & GYNECOLOGY,Yes
06121J,JOHNS HOPKINS APL TECHNICAL DIGEST,0270-5214,1930-0530,SCIE> ESCI,ENGINEERING> MULTIDISCIPLINARY,Yes
63800J,JOHNS HOPKINS MEDICAL JOURNAL,0021-7263,,SCIE,MEDICINE> GENERAL & INTERNAL,No
D2730J,Johnson Matthey Technology Review,2056-5135,2056-5135,SCIE,CHEMISTRY> PHYSICAL,Yes
13327J,JOINT BONE SPINE,1297-319X,1778-7254,SCIE,RHEUMATOLOGY,Yes
D8234J,Joint Commission Journal on Quality and Patient Safety,1553-7250,1938-131X,ESCI,HEALTH CARE SCIENCES & SERVICES,Yes
10638J,JOINT COMMISSION JOURNAL ON QUALITY IMPROVEMENT,1070-3241,,SSCI,HEALTH POLICY & SERVICES,No
C7127J,Jokull,0449-0576,,SCIE,GEOSCIENCES> MULTIDISCIPLINARY,Yes
14253J,JOM,1047-4838,1543-1851,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,Yes
14253J,JOM,1047-4838,1543-1851,SCIE,METALLURGY & METALLURGICAL ENGINEERING,Yes
14253J,JOM,1047-4838,1543-1851,SCIE,MINERALOGY,Yes
14253J,JOM,1047-4838,1543-1851,SCIE,MINING & MINERAL PROCESSING,Yes
57640J,JOM-JOURNAL OF METALS,1047-4838,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
09013J,JOM-JOURNAL OF THE MINERALS METALS & MATERIALS SOCIETY,1047-4838,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
09013J,JOM-JOURNAL OF THE MINERALS METALS & MATERIALS SOCIETY,1047-4838,,SCIE,METALLURGY & METALLURGICAL ENGINEERING,No
09013J,JOM-JOURNAL OF THE MINERALS METALS & MATERIALS SOCIETY,1047-4838,,SCIE,MINING & MINERAL PROCESSING,No
09013J,JOM-JOURNAL OF THE MINERALS METALS & MATERIALS SOCIETY,1047-4838,,SCIE,MINERALOGY,No
13406J,JOOP-JOURNAL OF OBJECT-ORIENTED PROGRAMMING,1097-1408,,SCIE,COMPUTER SCIENCE> THEORY & METHODS,No
13406J,JOOP-JOURNAL OF OBJECT-ORIENTED PROGRAMMING,1097-1408,,SCIE,COMPUTER SCIENCE> SOFTWARE ENGINEERING,No
D9835J,Jordan Journal of Chemistry,1814-9111,2079-7249,ESCI,CHEMISTRY> MULTIDISCIPLINARY,Yes
D9293J,Jordan Journal of Civil Engineering,1993-0461,2225-157X,ESCI,ENGINEERING> CIVIL,Yes
D8593J,Jordan Journal of Mathematics and  Statistics,2075-7905,2227-5487,ESCI,MATHEMATICS,Yes
D5422J,Jordan Journal of Mechanical and Industrial Engineering,1995-6665,1995-6665,ESCI,ENGINEERING> MECHANICAL,Yes
D6122J,Jordan Journal of Physics,1994-7607,1994-7615,ESCI,PHYSICS> MULTIDISCIPLINARY,Yes
C9542J,Jornal Brasileiro de Pneumologia,1806-3713,1806-3756,SCIE,RESPIRATORY SYSTEM,Yes
D8505J,Jornal Brasileiro de Reproducao Assistida,1517-5693,1518-0557,ESCI,OBSTETRICS & GYNECOLOGY,Yes
C7169J,Jornal de Pediatria,0021-7557,1678-4782,SCIE,PEDIATRICS,Yes
E0626J,Joule,2542-4351,2542-4351,ESCI,ENERGY & FUELS,Yes
D5565J,Journal Africain d Hepato-Gastroenterologie,1954-3204,1954-3212,ESCI,GASTROENTEROLOGY & HEPATOLOGY,Yes
49786J,JOURNAL AMERICAN WATER WORKS ASSOCIATION,2164-4535,,SCIE,ENGINEERING> CIVIL,Yes
49786J,JOURNAL AMERICAN WATER WORKS ASSOCIATION,2164-4535,,SCIE,WATER RESOURCES,Yes
D8051J,Journal Asiatique,0021-762X,1783-1504,ESCI> AHCI,ASIAN STUDIES,Yes
51084J,JOURNAL BELGE DE RADIOLOGIE,0021-7646,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
49808J,JOURNAL D ANALYSE MATHEMATIQUE,0021-7670,1565-8538,SCIE,MATHEMATICS,Yes
03233J,JOURNAL D UROLOGIE,0248-0018,,SCIE,UROLOGY & NEPHROLOGY,No
62676J,JOURNAL D UROLOGIE ET DE NEPHROLOGIE,,,SCIE,UROLOGY & NEPHROLOGY,No
51161J,JOURNAL DE BIOLOGIE BUCCALE,0301-3952,,SCIE,BIOLOGY,No
02017J,JOURNAL DE BIOPHYSIQUE & MEDECINE NUCLEAIRE,,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
02017J,JOURNAL DE BIOPHYSIQUE & MEDECINE NUCLEAIRE,,,SCIE,BIOPHYSICS,No
06407J,JOURNAL DE BIOPHYSIQUE ET DE BIOMECANIQUE,0766-5717,,SCIE,BIOPHYSICS,No
06407J,JOURNAL DE BIOPHYSIQUE ET DE BIOMECANIQUE,0766-5717,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
12954J,JOURNAL DE CHIMIE PHYSIQUE,0021-7689,,SCIE,CHEMISTRY> PHYSICAL,No
52184J,JOURNAL DE CHIMIE PHYSIQUE ET DE PHYSICO-CHIMIE BIOLOGIQUE,0021-7689,,SCIE,CHEMISTRY> PHYSICAL,No
52184J,JOURNAL DE CHIMIE PHYSIQUE ET DE PHYSICO-CHIMIE BIOLOGIQUE,0021-7689,,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY,No
52239J,JOURNAL DE CHIRURGIE,0021-7697,,SCIE,SURGERY,No
54956J,JOURNAL DE GENETIQUE HUMAINE,0021-7743,,SCIE,GENETICS & HEREDITY,No
55188J,JOURNAL DE GYNECOLOGIE OBSTETRIQUE ET BIOLOGIE DE LA REPRODUCTION,0368-2315,,SCIE,OBSTETRICS & GYNECOLOGY,No
D9567J,Journal de la Societe des Americanistes,0037-9174,1957-7842,ESCI,ANTHROPOLOGY,Yes
57200J,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,0021-7824,1776-3371,SCIE,MATHEMATICS> APPLIED,Yes
57200J,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,0021-7824,1776-3371,SCIE,MATHEMATICS,Yes
57288J,JOURNAL DE MECANIQUE,0021-7832,,SCIE,MECHANICS,No
00771J,JOURNAL DE MECANIQUE APPLIQUEE,,,SCIE,ENGINEERING> MECHANICAL,No
00771J,JOURNAL DE MECANIQUE APPLIQUEE,,,SCIE,MECHANICS,No
03845J,JOURNAL DE MECANIQUE THEORIQUE ET APPLIQUEE,0750-7240,,SCIE,ENGINEERING> MECHANICAL,No
03845J,JOURNAL DE MECANIQUE THEORIQUE ET APPLIQUEE,0750-7240,,SCIE,MECHANICS,No
57611J,JOURNAL DE MEDECINE DE STRASBOURG,0021-7905,,SCIE,MEDICINE> GENERAL & INTERNAL,No
03329J,JOURNAL DE MEDECINE LEGALE DROIT MEDICAL,0249-6208,,SCIE,MEDICINE> LEGAL,No
03329J,JOURNAL DE MEDECINE LEGALE DROIT MEDICAL,0249-6208,,SCIE,PATHOLOGY,No
09154J,JOURNAL DE MEDECINE NUCLEAIRE ET BIOPHYSIQUE,0992-3039,,SCIE,BIOPHYSICS,No
09154J,JOURNAL DE MEDECINE NUCLEAIRE ET BIOPHYSIQUE,0992-3039,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
57684J,JOURNAL DE MICROSCOPIE,0021-7921,,SCIE,MICROSCOPY,No
57690J,JOURNAL DE MICROSCOPIE ET DE BIOLOGIE CELLULAIRE,0395-9260,,SCIE,CELL BIOLOGY,No
57690J,JOURNAL DE MICROSCOPIE ET DE BIOLOGIE CELLULAIRE,0395-9260,,SCIE,MICROSCOPY,No
57696J,JOURNAL DE MICROSCOPIE ET DE SPECTROSCOPIE ELECTRONIQUES,0395-9279,,SCIE,ENGINEERING> ELECTRICAL & ELECTRONIC,No
57696J,JOURNAL DE MICROSCOPIE ET DE SPECTROSCOPIE ELECTRONIQUES,0395-9279,,SCIE,MICROSCOPY,No
57696J,JOURNAL DE MICROSCOPIE ET DE SPECTROSCOPIE ELECTRONIQUES,0395-9279,,SCIE,SPECTROSCOPY,No
11366J,JOURNAL DE MYCOLOGIE MEDICALE,1156-5233,1773-0449,SCIE,MYCOLOGY,Yes
59598J,JOURNAL DE PHARMACOLOGIE,0021-793X,,SCIE,PHARMACOLOGY & PHARMACY,No
59972J,JOURNAL DE PHYSIOLOGIE,0021-7948,,SCIE,PHYSIOLOGY,No
59862J,JOURNAL DE PHYSIQUE,0302-0738,,SCIE,PHYSICS> MULTIDISCIPLINARY,No
04940J,JOURNAL DE PHYSIQUE ET LE RADIUM,0368-3842,,SCIE,PHYSICS> MULTIDISCIPLINARY,No
09426J,JOURNAL DE PHYSIQUE I,1155-4304,,SCIE,PHYSICS> MULTIDISCIPLINARY,No
09427J,JOURNAL DE PHYSIQUE II,1155-4312,,SCIE,PHYSICS> ATOMIC> MOLECULAR & CHEMICAL,No
09427J,JOURNAL DE PHYSIQUE II,1155-4312,,SCIE,MECHANICS,No
09428J,JOURNAL DE PHYSIQUE III,1155-4320,,SCIE,PHYSICS> FLUIDS & PLASMAS,No
09428J,JOURNAL DE PHYSIQUE III,1155-4320,,SCIE,PHYSICS> APPLIED,No
09428J,JOURNAL DE PHYSIQUE III,1155-4320,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
09916J,JOURNAL DE PHYSIQUE IV,1155-4339,,SCIE,PHYSICS> MULTIDISCIPLINARY,No
59848J,JOURNAL DE PHYSIQUE LETTRES,0302-072X,,SCIE,PHYSICS> MULTIDISCIPLINARY,No
01582J,JOURNAL DE RADIOLOGIE,0221-0363,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
60632J,JOURNAL DE RADIOLOGIE D ELECTROLOGIE ET DE MEDECINE NUCLEAIRE,0021-7964,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
D1092J,Journal de Radiologie Diagnostique et Interventionnelle,2211-5706,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
D1342J,Journal de Theorie des Nombres de Bordeaux,1246-7405,,SCIE,MATHEMATICS,Yes
06356J,JOURNAL DE TOXICOLOGIE CLINIQUE ET EXPERIMENTALE,0753-2830,,SCIE,TOXICOLOGY,No
06356J,JOURNAL DE TOXICOLOGIE CLINIQUE ET EXPERIMENTALE,0753-2830,,SCIE,MEDICINE> RESEARCH & EXPERIMENTAL,No
03330J,JOURNAL DE TOXICOLOGIE MEDICALE,,,SCIE,TOXICOLOGY,No
C2755J,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,1610-0379,1610-0387,SCIE,DERMATOLOGY,Yes
D0652J,Journal des Anti-Infectieux,2210-6545,,SCIE,PHARMACOLOGY & PHARMACY,No
04773J,JOURNAL DES MALADIES VASCULAIRES,0398-0499,,SCIE,CARDIAC & CARDIOVASCULAR SYSTEMS,No
04773J,JOURNAL DES MALADIES VASCULAIRES,0398-0499,,SCIE,PERIPHERAL VASCULAR DISEASE,No
52932J,JOURNAL DU CONSEIL,0020-6466,,SCIE,MULTIDISCIPLINARY SCIENCES,No
D4819J,Journal for Critical Education Policy Studies,2051-0969,1740-2743,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
D3938J,Journal for Cultural Research,1479-7585,1740-1666,ESCI,CULTURAL STUDIES,Yes
D7084J,Journal for Early Modern Cultural Studies,1531-0485,1553-3786,ESCI,CULTURAL STUDIES,Yes
C7099J,Journal for East European Management Studies,0949-6181,1862-0019,SSCI,MANAGEMENT,Yes
D9848J,Journal for Educational Research Online-JERO,1866-6671,1866-6671,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
D8496J,Journal for Educators Teachers and Trainers,1989-9572,1989-9572,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
D0088J,Journal for Eighteenth-Century Studies,1754-0194,1754-0208,AHCI,HUMANITIES> MULTIDISCIPLINARY,Yes
D6861J,Journal for European Environmental & Planning Law,1613-7272,1876-0104,ESCI,LAW,Yes
C8892J,Journal for General Philosophy of Science,0925-4560,1572-8587,AHCI,HISTORY & PHILOSOPHY OF SCIENCE,Yes
E0151J,Journal for Geometry and Graphics,1433-8157,1433-8157,ESCI,MATHEMATICS,Yes
D2681J,Journal for Healthcare Quality,1062-2551,1945-1474,SCIE> SSCI,HEALTH CARE SCIENCES & SERVICES,Yes
D2681J,Journal for Healthcare Quality,1062-2551,1945-1474,SCIE> SSCI,HEALTH POLICY & SERVICES,Yes
D5067J,Journal for ImmunoTherapy of Cancer,2051-1426,2051-1426,SCIE> ESCI,ONCOLOGY,Yes
D5067J,Journal for ImmunoTherapy of Cancer,2051-1426,2051-1426,SCIE> ESCI,IMMUNOLOGY,Yes
E0455J,Journal for International Business and Entrepreneurship Development,1549-9324,1747-6763,ESCI,BUSINESS,Yes
D4349J,Journal for Labour Market Research,2510-5019,2510-5027,ESCI,INDUSTRIAL RELATIONS & LABOR,Yes
D7170J,Journal for Manufacturing Science and Production,2191-4184,2191-0375,ESCI,ENGINEERING> MANUFACTURING,Yes
D6740J,Journal for Multicultural Education,2053-535X,2053-535X,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
C1448J,JOURNAL FOR NATURE CONSERVATION,1617-1381,1618-1093,SCIE,ECOLOGY,Yes
C1448J,JOURNAL FOR NATURE CONSERVATION,1617-1381,1618-1093,SCIE,BIODIVERSITY CONSERVATION,Yes
D9294J,Journal for New Generation Sciences,1684-4998,1684-4998,ESCI,SOCIAL SCIENCES> INTERDISCIPLINARY,Yes
D9264J,Journal for Nurses in Professional Development,2169-9798,2169-981X,ESCI,NURSING,Yes
06921J,JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,0021-8251,1945-2306,SSCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
D9103J,Journal for Semitics,1013-8471,1013-8471,ESCI,HUMANITIES> MULTIDISCIPLINARY,Yes
D9711J,Journal for Specialists in Group Work,0193-3922,1549-6295,ESCI,PSYCHOLOGY> CLINICAL,Yes
C6353J,Journal for Specialists in Pediatric Nursing,1539-0136,1744-6155,SCIE> SSCI,PEDIATRICS,Yes
C6353J,Journal for Specialists in Pediatric Nursing,1539-0136,1744-6155,SCIE> SSCI,NURSING,Yes
D3330J,Journal for the Academic Study of Religion,2047-704X,2047-7058,ESCI,RELIGION,Yes
D3325J,Journal for the Cognitive Science of Religion,2049-7555,2049-7563,ESCI,RELIGION,Yes
10265J,JOURNAL FOR THE EDUCATION OF THE GIFTED,0162-3532,2162-9501,ESCI> SSCI,EDUCATION> SPECIAL,Yes
C1141J,JOURNAL FOR THE HISTORY OF ASTRONOMY,0021-8286,1753-8556,SCIE> AHCI,HISTORY & PHILOSOPHY OF SCIENCE,Yes
D6262J,Journal for the History of Modern Theology-Zeitschrift fur Neuere Theologiegeschichte,0943-7592,1612-9776,ESCI,RELIGION,Yes
61562J,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294,1468-5906,AHCI> SSCI,SOCIOLOGY,Yes
61562J,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294,1468-5906,AHCI> SSCI,RELIGION,Yes
D7192J,Journal for the Study of Christian Culture,2071-9957,2071-9957,ESCI,RELIGION,Yes
C9088J,Journal for the Study of Judaism,0047-2212,1570-0631,AHCI,HISTORY,Yes
C9088J,Journal for the Study of Judaism,0047-2212,1570-0631,AHCI,RELIGION,Yes
D9295J,Journal for the Study of Religion,1011-7601,1011-7601,ESCI,RELIGION,Yes
D3883J,Journal for the Study of Religion Nature and Culture,1749-4907,1749-4915,ESCI,RELIGION,Yes
14225J,JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES,1583-0039,1583-0039,AHCI,RELIGION,Yes
D7165J,Journal for the Study of Spirituality,2044-0243,2044-0251,ESCI,RELIGION,Yes
D3620J,Journal for the Study of Sports and Athletes in Education,1935-7397,1935-7400,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
D3877J,Journal for the Study of the Historical Jesus,1476-8690,1745-5197,ESCI> AHCI,RELIGION,Yes
D3635J,Journal for the Study of the New Testament,0142-064X,1745-5294,AHCI,RELIGION,Yes
D2496J,Journal for the Study of the Old Testament,0309-0892,1476-6728,AHCI,RELIGION,Yes
D3430J,Journal for the Study of the Pseudepigrapha,0951-8207,1745-5286,ESCI,RELIGION,Yes
62403J,JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,0021-8308,1468-5914,SSCI,PSYCHOLOGY> SOCIAL,Yes
01104J,JOURNAL FRANCAIS D OPHTALMOLOGIE,0181-5512,1773-0597,SCIE,OPHTHALMOLOGY,Yes
54582J,JOURNAL FRANCAIS DE BIOPHYSIQUE & MEDECINE NUCLEAIRE,0399-0435,,SCIE,RADIOLOGY> NUCLEAR MEDICINE & MEDICAL IMAGING,No
54582J,JOURNAL FRANCAIS DE BIOPHYSIQUE & MEDECINE NUCLEAIRE,0399-0435,,SCIE,BIOPHYSICS,No
E0336J,Journal fur Asthetische Chirurgie,1867-4305,1867-4313,ESCI,SURGERY,Yes
60720J,JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK,0075-4102,1435-5345,SCIE,MATHEMATICS,Yes
00431J,JOURNAL FUR HIRNFORSCHUNG,0021-8359,,SCIE,NEUROSCIENCES,No
D4755J,Journal fur Hypertonie,1028-2327,1680-9378,ESCI,CARDIAC & CARDIOVASCULAR SYSTEMS,Yes
D4078J,Journal fur Kardiologie,1024-0098,1680-936X,ESCI,CARDIAC & CARDIOVASCULAR SYSTEMS,Yes
C1073J,JOURNAL FUR MAKROMOLEKULARE CHEMIE,0368-301X,,SCIE,CHEMISTRY> APPLIED,No
E0545J,Journal fur Mathematik-Didaktik,0173-5322,1869-2699,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
D4756J,Journal fur Mineralstoffwechsel,1023-7763,1680-9408,ESCI,ENDOCRINOLOGY & METABOLISM,Yes
09697J,JOURNAL FUR PRAKTISCHE CHEMIE-CHEMIKER-ZEITUNG,0941-1216,,SCIE,CHEMISTRY> APPLIED,No
09697J,JOURNAL FUR PRAKTISCHE CHEMIE-CHEMIKER-ZEITUNG,0941-1216,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
14293J,JOURNAL FUR PRAKTISCHE CHEMIE-LEIPZIG,0021-8383,,SCIE,CHEMISTRY> APPLIED,No
60236J,JOURNAL FUR PRAKTISCHE CHEMIE-PRACTICAL APPLICATIONS AND APPLIED CHEMISTRY,1436-9966,,SCIE,CHEMISTRY> APPLIED,No
60236J,JOURNAL FUR PRAKTISCHE CHEMIE-PRACTICAL APPLICATIONS AND APPLIED CHEMISTRY,1436-9966,,SCIE,CHEMISTRY> MULTIDISCIPLINARY,No
C1102J,JOURNAL FUR PSYCHOLOGIE UND NEUROLOGIE,0368-3877,,SCIE,PSYCHOLOGY,No
61616J,JOURNAL FUR SIGNALAUFZEICHNUNGSMATERIALIEN,0323-598X,,SCIE,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,No
61616J,JOURNAL FUR SIGNALAUFZEICHNUNGSMATERIALIEN,0323-598X,,SCIE,MATERIALS SCIENCE> MULTIDISCIPLINARY,No
C7304J,Journal fur Verbraucherschutz und Lebensmittelsicherheit-Journal of Consumer Protection and Food Safety,1661-5751,1661-5867,SCIE,FOOD SCIENCE & TECHNOLOGY,Yes
13770J,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,1151-0285,,SCIE,HORTICULTURE,No
13770J,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,1151-0285,,SCIE,FOOD SCIENCE & TECHNOLOGY,No
D9100J,Journal Japanese Society of Computational Statistics,0915-2350,1881-1337,ESCI,STATISTICS & PROBABILITY,Yes
D8425J,Journal of  Applied Security Research,1936-1610,1936-1629,ESCI,CRIMINOLOGY & PENOLOGY,Yes
D7144J,Journal of  Toxicology,1687-8191,1687-8205,ESCI,TOXICOLOGY,Yes
12976J,JOURNAL OF AAPOS,1091-8531,1528-3933,SCIE,OPHTHALMOLOGY,Yes
12976J,JOURNAL OF AAPOS,1091-8531,1528-3933,SCIE,PEDIATRICS,Yes
05688J,JOURNAL OF ABNORMAL AND SOCIAL PSYCHOLOGY,0096-851X,,SCIE>SSCI,PSYCHOLOGY,No
48800J,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,1573-2835,SSCI,PSYCHOLOGY> CLINICAL,Yes
48800J,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,0091-0627,1573-2835,SSCI,PSYCHOLOGY> DEVELOPMENTAL,Yes
48840J,JOURNAL OF ABNORMAL PSYCHOLOGY,0021-843X,1939-1846,SCIE> SSCI,PSYCHIATRY,Yes
48840J,JOURNAL OF ABNORMAL PSYCHOLOGY,0021-843X,1939-1846,SCIE> SSCI,PSYCHOLOGY> CLINICAL,Yes
E0105J,Journal of Academic Ethics,1570-1727,1572-8544,ESCI,ETHICS,Yes
D4976J,Journal of Academic Language and Learning,1835-5196,1835-5196,ESCI,EDUCATION & EDUCATIONAL RESEARCH,Yes
01615J,JOURNAL OF ACADEMIC LIBRARIANSHIP,0099-1333,1879-1999,SSCI,INFORMATION SCIENCE & LIBRARY SCIENCE,Yes
D3521J,Journal of Academic Research in Medicine-JAREM,2146-6505,2147-1894,ESCI,MEDICINE> GENERAL & INTERNAL,Yes
10784J,JOURNAL OF ACCIDENT & EMERGENCY MEDICINE,1351-0622,,SCIE,EMERGENCY MEDICINE,No
48868J,JOURNAL OF ACCOUNTANCY,0021-8448,,SSCI,BUSINESS> FINANCE,No
D6848J,Journal of Accounting  and Organizational Change,1832-5912,1839-5473,ESCI,BUSINESS> FINANCE,Yes
04260J,JOURNAL OF ACCOUNTING & ECONOMICS,0165-4101,1879-1980,SSCI,BUSINESS> FINANCE,Yes
04260J,JOURNAL OF ACCOUNTING & ECONOMICS,0165-4101,1879-1980,SSCI,ECONOMICS,Yes
04433J,JOURNAL OF ACCOUNTING AND PUBLIC POLICY,0278-4254,1873-2070,SSCI,BUSINESS> FINANCE,Yes
04433J,JOURNAL OF ACCOUNTING AND PUBLIC POLICY,0278-4254,1873-2070,SSCI,PUBLIC ADMINISTRATION,Yes
D5965J,Journal of Accounting Auditing and Finance,0148-558X,2160-4061,ESCI,BUSINESS> FINANCE,Yes
D8331J,Journal of Accounting in Emerging Economies,2042-1168,2042-1176,ESCI,BUSINESS> FINANCE,Yes
D3431J,Journal of Accounting Literature,0737-4607,0737-4607,ESCI,BUSINESS> FINANCE,Yes
48870J,JOURNAL OF ACCOUNTING RESEARCH,0021-8456,1475-679X,SSCI,BUSINESS> FINANCE,Yes
D8956J,Journal of Accounting Review,1018-1687,1018-1687,ESCI,BUSINESS> FINANCE,Yes
07953J,JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,1525-4135,,SCIE,INFECTIOUS DISEASES,No
07953J,JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,1525-4135,,SCIE,IMMUNOLOGY,No
D8300J,Journal of Active and Passive Electronic Devices,1555-0281,1555-029X,ESCI,ENGINEERING> ELECTRICAL & ELECTRONIC,Yes
D6143J,Journal of Acupuncture and Meridian Studies,2005-2901,2093-8152,ESCI,INTEGRATIVE & COMPLEMENTARY MEDICINE,Yes
